Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
1352,ENST00000383834,SETD5-AS1,chr3:9435635-9438752,-45.2,1028-1082,517-571,ncRNA,-1769.7,ENST00000609143.6,LINC01278
1353,ENST00000524210,SETD5-AS1,chr3:9433405-9438342,-45.2,1028-1082,107-161,ncRNA,-1657.3,ENST00000609143.6,LINC01278
1354,ENST00000563424,RP11-401P9.4,chr16:50679721-50683160,-45.2,1262-1316,1705-1759,ncRNA,-2537.8,ENST00000609143.6,LINC01278
1355,ENST00000468186,SETD5-AS1,chr3:9391374-9438338,-45.1,1028-1080,105-157,ncRNA,-1842.9,ENST00000609143.6,LINC01278
1356,ENST00000562343,RP11-923I11.6,chr12:52211684-52213934,-45.1,441-503,1897-1959,ncRNA,-2138.6,ENST00000609143.6,LINC01278
1357,ENST00000525111,RP11-445F12.1,chr17:35289410-35293921,-45.1,1206-1276,1156-1226,ncRNA,-1502.2,ENST00000609143.6,LINC01278
1358,ENST00000415810,CSAG3,chrX:151876744-151883038,-45.1,1009-1056,34-81,ncRNA,-518.5,ENST00000609143.6,LINC01278
1359,ENST00000370292,CSAG2,chrX:151922446-151928738,-45.1,1009-1056,34-81,ncRNA,-518.5,ENST00000609143.6,LINC01278
1360,ENST00000333407,FAM83F,chr22:40390954-40439533,-45.1,1025-1072,2428-2475,UTR3,-7909.1,ENST00000609143.6,LINC01278
1361,ENST00000409573,ZC3H8,chr2:112969103-113012688,-45.0,665-723,5557-5615,UTR3,-4232.9,ENST00000609143.6,LINC01278
1362,ENST00000566929,CTD-2313J23.1,chr16:24484120-24506498,-45.0,1261-1318,3464-3521,ncRNA,-3510.4,ENST00000609143.6,LINC01278
1363,ENST00000467728,NR1H3,chr11:47279531-47290396,-45.0,1200-1282,212-294,UTR5,-1954.0,ENST00000609143.6,LINC01278
1364,ENST00000259746,TMEM63B,chr6:44094652-44123256,-45.0,997-1058,3134-3195,UTR3,-1766.9,ENST00000609143.6,LINC01278
1365,ENST00000370332,GFI1,chr1:92940320-92949511,-45.0,1555-1613,75-133,UTR5,-1205.1,ENST00000609143.6,LINC01278
1366,ENST00000355394,ABI1,chr10:27035526-27150016,-45.0,999-1059,38-98,UTR5,-2653.8,ENST00000609143.6,LINC01278
1367,ENST00000005286,TMEM132A,chr11:60691954-60704631,-44.9,1267-1324,2570-2627,CDS,-873.2,ENST00000609143.6,LINC01278
1368,ENST00000567919,RP11-731K22.1,chr7:73400323-73403097,-44.9,1556-1603,2630-2677,ncRNA,-1475.0,ENST00000609143.6,LINC01278
1369,ENST00000295704,RNF25,chr2:219528588-219537134,-44.9,1199-1258,1822-1881,UTR3,-1213.8,ENST00000609143.6,LINC01278
1370,ENST00000265074,NPR3,chr5:32711541-32791819,-44.9,1235-1282,253-300,UTR5,-3852.7,ENST00000609143.6,LINC01278
1371,ENST00000409134,ALDH7A1,chr5:125877534-125931110,-44.8,1545-1603,3381-3439,UTR3,-2798.7,ENST00000609143.6,LINC01278
1372,ENST00000055335,PPP1R3F,chrX:49126318-49144557,-44.8,1014-1082,1372-1440,CDS,-1584.6,ENST00000609143.6,LINC01278
1373,ENST00000537821,RP11-25K21.6,chr1:161482967-161574889,-44.8,547-595,359-407,ncRNA,-768.4,ENST00000609143.6,LINC01278
1374,ENST00000454650,NUDT1,chr7:2281913-2284320,-44.7,1286-1338,156-208,UTR5,-763.0,ENST00000609143.6,LINC01278
1375,ENST00000326005,OAZ2,chr15:64979773-64995480,-44.7,445-503,1839-1897,UTR3,-1659.2,ENST00000609143.6,LINC01278
1376,ENST00000369135,OTUD7B,chr1:149909706-149982625,-44.7,1207-1262,3136-3191,UTR3,-8550.9,ENST00000609143.6,LINC01278
1377,ENST00000396496,CCDC125,chr5:68576003-68628543,-44.7,2610-2659,2993-3042,UTR3,-2291.3,ENST00000609143.6,LINC01278
1378,ENST00000452501,RP5-1172N10.2,chrX:41134993-41136031,-44.7,1001-1058,549-606,ncRNA,-497.1,ENST00000609143.6,LINC01278
1379,ENST00000301785,HNRNPUL2,chr11:62480103-62494821,-44.7,1026-1077,2514-2565,UTR3,-3932.1,ENST00000609143.6,LINC01278
1380,ENST00000280527,CRIM1,chr2:36583070-36778278,-44.7,2606-2664,3756-3814,UTR3,-3760.9,ENST00000609143.6,LINC01278
1381,ENST00000418460,MAP10,chr1:232940644-232946092,-44.6,2161-2212,643-694,CDS,-2850.9,ENST00000609143.6,LINC01278
1382,ENST00000602324,hsa-mir-125a,chr19:52188617-52196709,-44.6,1206-1268,1360-1422,ncRNA,-3574.5,ENST00000609143.6,LINC01278
1383,ENST00000538645,PSMA2,chr7:42957690-42971773,-44.6,1538-1601,3750-3813,UTR3,-2548.9,ENST00000609143.6,LINC01278
1384,ENST00000601776,CTC-523E23.5,chr19:35330087-35346208,-44.6,545-602,2951-3008,ncRNA,-2313.9,ENST00000609143.6,LINC01278
1385,ENST00000562925,NR2E3,chr15:72103474-72110585,-44.6,2606-2658,135-187,ncRNA,-1682.8,ENST00000609143.6,LINC01278
1386,ENST00000308748,ASPHD1,chr16:29912042-29917377,-44.6,1224-1281,141-198,UTR5,-1546.4,ENST00000609143.6,LINC01278
1387,ENST00000002596,HS3ST1,chr4:11394775-11431389,-44.5,1571-1620,6071-6120,UTR3,-3603.6,ENST00000609143.6,LINC01278
1388,ENST00000192788,UHRF1BP1,chr6:34759858-34845291,-44.5,442-489,5004-5051,UTR3,-4382.0,ENST00000609143.6,LINC01278
1389,ENST00000424126,RP11-366F6.2,chrX:151077926-151082440,-44.5,1001-1063,1-52,ncRNA,-1214.0,ENST00000609143.6,LINC01278
1390,ENST00000446840,AC003090.1,chr7:25632972-25702673,-44.5,430-487,1244-1301,ncRNA,-1690.2,ENST00000609143.6,LINC01278
1391,ENST00000564305,RP11-243A14.1,chr16:9449446-9501950,-44.5,430-484,4955-5009,ncRNA,-3351.9,ENST00000609143.6,LINC01278
1392,ENST00000396113,NDUFAF6,chr8:95908042-96070938,-44.4,1237-1284,432-479,UTR5,-1335.6,ENST00000609143.6,LINC01278
1393,ENST00000540664,LCOR,chr10:98592018-98724188,-44.4,1552-1602,16-66,UTR5,-4727.4,ENST00000609143.6,LINC01278
1394,ENST00000397688,CMKLR1,chr12:108681822-108733094,-44.4,1225-1284,4165-4224,UTR3,-2840.4,ENST00000609143.6,LINC01278
1395,ENST00000607453,RP11-156E8.1,chr1:245132653-245134390,-44.4,453-502,306-355,CDS,-497.7,ENST00000609143.6,LINC01278
1396,ENST00000265354,SRF,chr6:43139038-43149243,-44.4,998-1059,3068-3129,UTR3,-1959.0,ENST00000609143.6,LINC01278
1397,ENST00000394979,ZNF646,chr16:31087224-31095340,-44.3,1267-1319,2669-2721,CDS,-4142.4,ENST00000609143.6,LINC01278
1398,ENST00000331272,FBXW4,chr10:103370424-103455016,-44.3,1266-1320,226-280,UTR5,-2224.5,ENST00000609143.6,LINC01278
1399,ENST00000604411,TSIX,chrX:73012041-73049066,-44.3,1006-1057,14674-14725,ncRNA,-26021.0,ENST00000609143.6,LINC01278
1400,ENST00000382313,SRRM2-AS1,chr16:2787093-2790805,-44.2,1010-1069,2382-2441,ncRNA,-2479.6,ENST00000609143.6,LINC01278
